fecha,indicativo,p_max,n_cub,hr,n_gra,n_fog,inso,q_max,nw_55,q_mar,q_med,tm_min,ta_max,ts_min,nt_30,nv_0050,n_des,w_racha,np_100,n_nub,p_sol,nw_91,np_001,ta_min,w_rec,e,np_300,nv_1000,evap,p_mes,n_llu,n_tor,w_med,nt_00,ti_max,n_nie,tm_mes,tm_max,nv_0100,q_min,np_010,glo,ts_20,ts_10,ts_50
1991-13,3260B,26.9(20/jul),81,62,1,31,7.7,975.0(18/dic),23,1017.6,958.0,9.1,41.8(06/ago),25.9,99,2,90,35/24.4(08/may),8,193,61,0,84,-5.0(15/ene),265,112,0,12,15996,270.7,97,13,10,34,3.0,1,15.4,21.6,3,921.6(07/mar),44,,,,
1991-1,3260B,3.4(07),15,79,0,6,3.6,971.5(21),1,1026.7,964.3,1.1,16.5(10),9.4,0,1,4,10/18.6(20),0,12,37,0,8,-5.0(15),175,75,0,1,347,8.5,8,0,6,14,3.0,1,5.7,10.3,2,955.1(14),3,21283,,,
1991-2,3260B,19.5(16),12,77,0,2,5.4,969.8(23),3,1018.3,956.7,1.9,18.4(24),7.2,0,0,4,28/17.5(07),2,12,50,0,13,-4.7(13),252,77,0,1,387,58.5,13,0,10,5,5.2,0,6.6,11.3,0,939.6(19),8,27220,,,
1991-3,3260B,9.4(12),12,71,0,1,4.9,969.1(19),4,1012.0,951.8,6.5,23.4(20),9.5,0,0,0,32/18.9(17),0,19,41,0,13,1.8(24),309,97,0,0,710,30.2,15,0,12,0,9.8,0,11.3,16.1,0,921.6(07),6,41798,,,
1991-4,3260B,5.9(14),7,54,0,1,9.2,964.7(06),4,1016.5,956.4,5.5,27.8(30),9.7,0,0,6,30/19.4(04),0,17,69,0,6,0.6(21),312,81,0,0,1141,11.2,8,0,12,0,12.2,0,12.3,19.2,0,946.0(17),3,65351,,,
1991-5,3260B,2.7(29),4,42,0,0,11.1,972.5(22),2,1017.0,957.8,8.6,31.4(24),16.2,7,0,11,35/24.4(08),0,16,77,0,2,-0.3(06),333,85,0,0,1851,2.8,5,1,13,1,15.7,0,16.5,24.3,0,947.7(08),1,,,,
1991-6,3260B,10.0(15),1,42,0,0,12.2,963.3(23),3,1013.8,956.3,16.3,38.7(25),22.2,18,0,15,35/23.1(15),1,14,81,0,3,10.0(08),328,136,0,0,2398,12.2,4,1,14,0,23.6,0,24.2,31.9,0,949.2(15),2,83277,,,
1991-7,3260B,26.9(20),3,44,1,0,11.4,963.4(08),2,1013.0,956.1,19.2,41.0(18),25.0,26,0,9,24/20.0(20),1,19,77,0,2,13.2(06),281,166,0,0,2732,28.3,3,4,12,0,25.0,0,27.2,35.2,0,946.3(28),2,76968,,,
1991-8,3260B,1.6(17),2,42,0,0,11.7,962.9(10),1,1014.1,957.3,19.7,41.8(06),25.9,29,0,14,28/16.1(17),0,15,85,0,2,12.9(09),258,172,0,0,2954,1.7,2,1,12,0,29.3,0,27.9,36.1,0,951.4(06),1,75321,,,
1991-9,3260B,10.5(04),2,55,0,0,8.5,963.9(17),1,1014.7,956.8,15.9,36.7(18),19.8,19,0,6,30/20.8(28),1,22,68,0,7,9.3(30),232,157,0,0,1690,29.1,10,5,9,0,16.6,0,22.9,29.8,0,940.5(29),5,54409,,,
1992-10,3260B,16.4(18),10,72,0,0,5.6,966.1(24),4,1013.3,953.5,8.9,28.6(01),14.9,0,0,2,36/21.1(04),1,19,50,0,12,2.5(22),283,114,0,0,598,51.8,13,0,11,0,12.5,0,14.0,19.0,0,933.8(16),8,36034,,,
1992-11,3260B,3.8(15),5,79,0,11,6.3,972.9(26),0,1025.4,964.2,5.1,21.5(05),9.5,0,1,8,27/14.7(15),0,17,63,0,4,-0.6(30),174,105,0,8,347,4.5,1,0,7,1,7.7,0,11.0,16.8,0,950.4(15),1,27099,,,
1992-12,3260B,8.5(04),14,81,0,4,3.9,966.6(12),3,1020.2,958.7,3.3,16.0(04),9.2,0,0,6,24/26.7(05),0,11,41,1,10,-4.6(31),280,89,0,3,348,15.5,11,0,10,8,7.8,0,7.6,12.0,0,942.9(04),2,18305,,,
1992-13,3260B,27.7(13/jun),62,62,1,33,7.7,975.9(02/ene),30,1018.4,958.6,8.5,40.5(25/ago),23.6,83,4,111,24/26.7(05/dic),6,193,62,1,82,-6.0(21/ene),260,110,0,16,14402,294.5,92,18,10,52,1.6,2,15.2,21.7,0,933.2(31/mar),43,,,,
1992-1,3260B,0.6(08),4,78,0,13,4.5,975.9(02),0,1027.6,964.7,-1.7,15.5(08),6.5,0,3,8,10/12.2(27),0,19,46,0,5,-6.0(21),198,65,0,4,415,1.9,4,0,7,25,1.6,1,4.0,9.6,0,954.6(09),0,,,,
1992-2,3260B,23.4(19),6,68,0,4,6.0,971.0(22),2,1026.3,964.3,0.2,19.6(05),6.0,0,0,12,10/19.4(19),1,11,56,0,4,-4.0(04),223,71,0,1,559,30.3,4,0,8,15,6.5,1,7.4,14.5,0,953.4(19),4,32982,,,
1992-3,3260B,9.3(30),7,57,1,0,6.7,973.1(10),6,1020.3,959.5,3.8,26.5(21),8.4,0,0,9,28/22.5(26),0,15,55,0,5,-1.0(29),300,76,0,0,1167,10.6,9,0,11,3,10.0,0,11.1,18.3,0,933.2(31),1,48511,,,
1992-4,3260B,10.2(02),5,56,0,0,9.7,971.3(17),3,1015.3,955.7,7.2,29.6(27),14.2,0,0,15,32/18.1(08),1,10,72,0,7,0.6(06),287,96,0,0,1504,22.3,7,0,11,0,12.2,0,14.4,21.6,0,939.6(03),4,66063,,,
1992-5,3260B,21.0(29),4,57,0,0,8.9,965.9(16),2,1014.6,956.1,12.4,33.5(17),16.8,10,0,8,34/16.1(02),1,19,62,0,12,3.4(03),312,139,0,0,1725,44.9,15,4,11,0,18.0,0,19.8,27.1,0,948.5(27),7,70524,,,
1992-6,3260B,27.7(13),6,60,0,0,8.4,959.3(05),0,1013.1,954.4,12.6,32.7(27),19.0,4,0,2,33/14.2(06),2,22,56,0,10,9.0(10),286,130,0,0,1253,82.7,13,1,13,0,16.4,0,18.3,23.9,0,946.6(22),9,66980,,,
1992-7,3260B,6.8(30),0,48,0,1,12.1,962.1(29),1,1014.1,957.0,18.5,38.9(27),22.3,27,0,13,27/17.5(16),0,18,82,0,2,13.2(06),280,176,0,0,2512,6.9,2,2,10,0,27.4,0,26.6,34.5,0,950.4(20),1,82467,,,
1992-8,3260B,5.6(19),0,43,0,0,10.6,962.4(13),6,1014.5,957.2,18.0,40.5(25),23.6,25,0,10,18/20.6(24),0,21,77,0,8,12.5(29),270,145,0,0,2247,18.1,10,8,11,0,23.5,0,25.9,33.8,0,949.3(28),4,69507,,,
1992-9,3260B,2.4(25),1,45,0,0,9.8,966.0(02),3,1016.5,958.3,13.5,36.4(16),19.5,17,0,18,20/19.7(16),0,11,78,0,3,8.4(23),230,116,0,0,1727,5.0,3,3,10,0,19.4,0,21.7,29.8,0,946.4(26),2,59734,,,
1993-10,3260B,19.7(27),10,78,0,2,5.3,966.0(19),4,1014.0,953.9,8.1,23.9(04),16.0,0,0,5,24/22.8(13),3,16,47,0,17,1.4(25),322,116,0,1,688,86.1,20,0,12,0,10.9,0,12.6,17.1,0,938.0(13),13,,,,
1993-11,3260B,13.3(30),8,84,0,11,3.7,966.2(13),0,1018.4,957.3,4.0,18.2(01),11.5,0,0,4,24/13.3(02),1,18,37,0,9,-2.0(21),188,100,0,11,309,22.6,11,0,7,7,8.8,0,8.9,13.9,0,939.9(03),5,22040,,,
1993-12,3260B,3.2(14),11,86,0,15,3.7,974.2(19),3,1025.8,963.6,2.5,15.6(26),9.1,0,3,6,24/17.2(25),0,14,39,0,2,-3.8(23),198,85,0,11,,4.0,3,0,7,7,4.2,0,6.6,10.6,0,948.7(14),1,18495,,,
1993-13,3260B,61.7(05/jun),65,67,3,44,7.5,975.1(06/ene),35,1017.9,958.0,8.3,41.1(20/ago),23.7,65,4,97,24/22.8(13/oct),10,203,59,0,87,-6.6(04/ene),266,119,2,28,,406.3,93,16,10,51,4.2,1,14.4,20.6,0,936.3(25/abr),57,,,,
1993-1,3260B,0.3(31),5,76,0,12,5.6,975.1(06),1,1030.4,967.6,-1.7,16.2(26),6.8,0,1,11,11/15.6(31),0,15,58,0,1,-6.6(04),157,69,0,5,365,0.3,2,0,6,25,6.4,0,5.2,12.1,0,951.7(29),0,26936,,,
1993-2,3260B,5.5(11),4,65,0,1,6.2,971.2(15),2,1024.2,962.5,1.6,19.8(21),7.7,0,0,9,31/16.7(28),0,15,57,0,4,-3.8(25),267,70,0,0,576,9.7,4,0,10,9,7.4,0,7.5,13.5,0,944.9(28),3,,,,
1993-3,3260B,21.5(13),5,61,0,0,7.1,971.7(17),1,1018.7,958.0,4.4,23.5(18),10.6,0,0,7,06/18.1(25),2,19,59,0,7,-5.8(01),270,84,0,0,909,41.9,6,0,10,3,4.9,1,11.2,17.9,0,939.1(01),4,50551,,,
1993-4,3260B,12.0(25),5,63,3,0,7.6,965.4(17),8,1013.5,953.4,6.3,26.8(08),12.3,0,0,6,33/21.9(23),1,19,58,0,12,2.4(15),301,93,0,0,965,29.1,10,0,14,0,12.0,0,12.6,18.8,0,936.3(25),8,58280,,,
1993-5,3260B,38.9(24),10,68,0,3,7.6,960.8(21),4,1012.3,953.2,10.1,29.0(31),13.8,0,0,2,11/18.6(04),2,19,52,0,17,5.4(20),298,128,1,0,935,92.0,17,5,12,0,17.4,0,16.0,21.8,0,944.2(13),9,66368,,,
1993-6,3260B,61.7(05),3,63,0,0,11.0,963.3(12),5,1015.1,957.0,14.7,35.2(27),19.2,10,0,9,09/19.2(07),1,18,73,0,9,9.8(11),278,172,1,0,1212,87.3,10,4,11,0,20.4,0,21.3,27.9,0,950.3(04),6,78513,,,
1993-7,3260B,5.4(01),0,51,0,0,12.7,964.6(22),1,1014.6,957.5,17.9,40.4(28),23.4,25,0,24,27/16.1(10),0,7,87,0,1,11.5(11),308,183,0,0,2247,5.4,1,1,11,0,26.1,0,26.0,34.0,0,949.5(09),1,84582,,,
1993-8,3260B,6.4(05),1,51,0,0,10.9,963.4(05),4,1013.9,956.7,18.5,41.1(20),23.7,25,0,12,18/20.6(06),0,18,79,0,4,10.0(29),304,181,0,0,2159,15.8,5,4,12,0,23.7,0,26.0,33.5,0,947.4(24),3,72408,,,
1993-9,3260B,4.2(29),3,61,0,0,8.1,961.1(26),2,1013.4,954.8,13.0,34.3(01),18.2,5,0,2,24/17.2(12),0,25,65,0,4,6.7(28),296,142,0,0,1384,12.1,4,2,11,0,19.6,0,19.4,25.8,0,948.9(12),4,54895,,,
1994-10,3260B,9.0(14),8,77,0,3,6.1,965.6(13),1,1015.5,956.1,11.1,27.8(03),15.8,0,0,4,24/20.3(22),0,19,54,0,10,5.2(29),249,146,0,1,739,19.5,11,3,9,0,16.8,0,16.6,22.1,0,942.3(19),7,36702,,,
1994-11,3260B,11.4(08),4,83,0,11,4.7,971.0(24),2,1021.7,960.9,6.1,22.2(01),11.5,0,2,4,27/15.8(09),1,22,47,0,7,0.0(27),205,117,0,7,376,35.2,8,0,8,1,11.6,0,11.7,17.2,2,943.8(04),6,23364,,,
1994-12,3260B,10.2(31),12,83,0,5,4.2,974.0(11),1,1027.3,965.4,2.9,18.6(13),12.3,0,0,8,24/16.7(31),1,11,44,0,6,-7.5(26),199,94,0,2,398,16.5,8,0,7,8,7.2,0,7.9,12.8,1,949.6(31),2,20783,,,
1994-13,3260B,15.3(06/ene),53,66,3,24,8.3,974.7(28/ene),30,1017.7,958.2,9.7,40.7(30/jun),25.8,97,3,125,15/23.3(28/jul),4,186,66,0,62,-7.5(26/dic),265,133,0,12,15006,188.1,73,14,11,34,6.8,0,16.2,22.8,3,930.6(06/ene),38,637676,,,
1994-1,3260B,15.3(06),7,74,0,3,5.8,974.7(28),3,1024.1,962.1,1.1,15.8(27),9.0,0,0,12,27/22.2(09),1,12,59,0,6,-4.6(19),256,76,0,2,504,37.8,6,0,11,14,7.4,0,6.6,11.9,0,930.6(06),5,27099,,,
1994-2,3260B,6.3(03),7,76,1,2,5.7,972.3(09),3,1018.0,956.6,2.2,20.2(26),8.8,0,1,6,27/18.6(03),0,14,53,0,13,-3.6(06),276,85,0,0,513,21.3,13,0,11,9,6.8,0,7.9,13.5,0,941.3(04),4,30192,,,
1994-3,3260B,0.0(--),2,65,0,0,8.9,971.3(23),0,1021.7,961.5,6.0,26.4(25),11.5,0,0,10,09/14.2(06),0,19,75,0,0,1.9(02),233,106,0,0,933,0.0,1,0,9,0,16.4,0,13.7,21.3,0,950.3(01),0,56952,,,
1994-4,3260B,11.6(23),2,58,2,0,9.9,968.9(03),8,1016.8,956.8,5.7,30.1(30),13.9,1,0,8,29/19.7(01),1,20,74,0,5,-1.9(16),324,91,0,0,1226,21.0,4,0,13,2,8.0,0,12.6,19.5,0,943.8(19),4,65470,,,
1994-5,3260B,5.7(07),7,63,0,0,8.8,963.3(01),4,1012.2,953.6,11.8,34.5(31),18.0,9,0,5,24/18.3(17),0,19,61,0,10,6.8(12),296,139,0,0,1384,26.0,11,2,13,0,15.3,0,18.2,24.6,0,942.9(13),7,69088,,,
1994-6,3260B,2.0(07),2,48,0,0,12.3,965.6(09),3,1016.0,958.3,15.6,40.7(30),21.4,20,0,16,18/21.1(07),0,12,83,0,1,10.4(12),336,157,0,0,2266,2.0,1,2,13,0,23.8,0,23.6,31.6,0,950.6(24),1,85824,,,
1994-7,3260B,2.7(28),0,47,0,0,12.8,961.1(04),2,1011.9,955.5,20.5,39.4(28),25.2,30,0,21,15/23.3(28),0,10,87,0,1,17.5(06),274,208,0,0,2720,2.7,4,4,12,0,29.7,0,28.7,36.8,0,948.9(29),1,90773,,,
1994-8,3260B,0.0(--),0,53,0,0,11.9,960.1(23),2,1011.9,955.3,19.8,38.8(27),25.8,28,0,20,29/18.1(02),0,11,87,0,0,16.2(11),261,216,0,0,2427,0.0,3,1,11,0,26.9,0,27.6,35.4,0,950.8(09),0,75687,,,
1994-9,3260B,4.9(28),2,63,0,0,8.8,965.4(18),1,1014.7,956.2,13.1,34.2(06),19.2,9,0,11,27/16.9(14),0,17,70,0,3,7.3(22),274,156,0,0,1520,6.1,3,2,10,0,14.8,0,19.7,26.3,0,945.0(21),1,55742,,,
1995-10,3260B,1.8(23),3,72,0,0,8.1,970.6(18),0,1019.2,960.2,12.3,31.4(01),18.2,1,0,9,11/13.9(08),0,19,72,0,4,5.3(30),270,160,0,0,972,2.9,7,0,9,0,19.0,0,18.8,25.2,0,954.9(04),1,,,,
1995-11,3260B,11.7(16),13,77,0,3,4.4,967.5(19),2,1017.3,957.1,8.4,23.9(03),15.0,0,0,2,24/20.0(18),1,15,44,0,13,3.2(24),246,118,0,0,411,47.7,16,0,9,0,10.4,0,12.9,17.4,0,938.6(11),12,,,,
1995-12,3260B,29.2(29),16,82,0,7,2.8,970.6(02),4,1014.9,954.0,5.7,18.9(24),13.0,0,1,3,24/23.3(26),4,12,29,0,19,-1.2(14),300,98,0,4,280,122.1,18,0,12,2,5.0,1,9.1,12.4,0,938.6(15),10,,,,
1995-13,3260B,29.2(29/dic),58,62,0,15,8.3,973.7(08/ene),42,1016.6,957.4,10.7,42.4(24/jul),25.8,88,2,106,24/31.9(24/jul),5,201,66,1,74,-4.0(15/ene),304,125,0,6,15199,235.7,88,18,12,22,5.0,1,17.0,23.3,0,938.6(11/nov),40,,,,
1995-1,3260B,2.2(18),5,75,0,1,5.8,973.7(08),4,1027.1,965.2,2.2,17.2(25),11.2,0,0,9,27/17.8(18),0,17,60,0,5,-4.0(15),255,85,0,1,547,4.6,9,0,11,11,7.9,0,7.8,13.4,0,947.9(01),2,,,,
1995-2,3260B,9.2(12),5,78,0,3,6.8,972.9(04),4,1023.8,962.6,4.4,20.2(24),11.6,0,1,6,24/21.1(26),0,17,63,0,6,-2.1(04),270,100,0,1,551,16.1,7,0,10,7,10.4,0,10.0,15.5,0,946.6(10),2,,,,
1995-3,3260B,0.0(--),4,58,0,1,8.5,970.4(23),6,1018.5,958.2,5.3,24.2(26),10.3,0,0,9,24/20.3(03),0,18,71,0,0,-0.4(07),364,86,0,0,1210,0.0,2,0,14,1,13.6,0,12.5,19.7,0,942.6(10),0,,,,
1995-4,3260B,6.3(27),1,56,0,0,10.2,970.3(01),3,1014.4,955.0,7.6,30.4(09),12.2,1,0,12,33/15.8(24),0,17,77,0,3,-1.4(23),300,105,0,0,1462,8.6,5,0,11,1,12.0,0,15.3,22.9,0,944.7(20),2,,,,
1995-5,3260B,1.5(09),5,60,0,0,10.6,962.2(04),7,1013.9,955.6,13.3,34.1(28),17.6,5,0,4,27/24.2(11),0,22,74,0,7,5.0(13),400,159,0,0,2051,4.2,7,5,14,0,20.7,0,20.5,27.6,0,942.5(11),2,,,,
1995-6,3260B,5.8(29),4,52,0,0,10.0,961.7(01),3,1011.5,954.0,16.5,36.4(19),21.4,20,0,4,09/15.6(06),0,22,67,0,7,8.9(01),340,160,0,0,1855,15.5,7,7,13,0,24.6,0,23.7,30.8,0,945.8(24),5,76173,,,
1995-7,3260B,1.3(08),1,38,0,0,12.5,961.3(05),3,1011.6,954.9,20.1,42.4(24),25.8,27,0,22,24/31.9(24),0,8,85,1,2,14.5(04),330,146,0,0,2638,1.8,2,1,14,0,26.4,0,27.6,35.0,0,948.3(31),1,84908,,,
1995-8,3260B,4.8(21),1,41,0,0,11.6,963.5(12),3,1012.3,955.3,18.9,38.6(12),23.5,30,0,17,29/17.2(23),0,13,84,0,3,14.6(29),281,144,0,0,2018,5.6,3,3,11,0,29.4,0,26.5,34.0,0,949.3(01),1,,,,
1995-9,3260B,3.8(17),0,59,0,0,8.8,966.5(27),3,1015.0,956.4,13.1,33.2(01),18.6,4,0,9,24/20.0(07),0,21,70,0,5,5.7(27),296,138,0,0,1204,6.6,5,2,11,0,19.0,0,19.4,25.8,0,948.3(07),2,,,,
1996-10,3260B,7.1(13),6,65,0,1,8.3,970.1(31),0,1019.6,959.9,8.6,27.8(22),13.8,0,0,13,33/14.7(06),0,12,75,0,2,1.0(31),194,122,0,0,912,7.3,2,0,8,0,16.3,0,15.6,22.7,0,941.1(13),1,44184,,,
1996-11,3260B,31.2(11),8,76,0,2,5.6,971.5(01),8,1019.3,958.6,5.6,24.9(02),11.6,0,0,6,24/21.1(20),3,16,56,0,7,1.1(01),307,104,1,0,671,75.3,9,0,12,0,9.2,0,11.1,16.5,0,933.9(11),3,26378,,,
1996-12,3260B,21.7(31),17,82,0,7,2.3,966.5(02),2,1010.4,949.5,4.9,18.4(01),11.8,0,0,3,27/16.7(14),4,11,24,0,19,-2.2(27),237,93,0,2,302,115.1,19,0,9,3,2.4,0,8.4,11.9,0,933.9(21),18,15084,,,
1996-13,3260B,31.2(11/nov),79,59,2,13,8.0,971.5(01/nov),36,1014.5,955.0,9.7,39.1(22/jul),23.6,79,0,106,27/21.4(06/ene),15,181,63,0,86,-3.5(23/feb),288,107,1,3,13341,445.6,95,13,11,14,2.4,2,15.7,21.6,0,933.9(11/nov),65,,,,
1996-1,3260B,15.8(04),17,78,0,1,2.5,963.0(16),6,1009.7,949.0,5.7,18.2(06),8.7,0,0,0,27/21.4(06),3,14,26,0,15,1.7(31),345,92,0,1,332,71.0,17,2,14,0,7.6,0,9.0,12.3,0,934.7(22),13,,,,
1996-2,3260B,9.3(01),5,62,0,0,7.2,967.9(16),5,1018.0,956.4,1.8,17.4(18),7.8,0,0,9,27/21.4(07),0,15,66,0,6,-3.5(23),339,64,0,0,561,16.6,6,0,13,8,7.5,2,7.1,12.4,0,940.9(01),4,,,,
1996-3,3260B,14.0(29),5,59,1,0,7.3,964.3(01),1,1013.6,953.1,5.2,26.4(23),12.6,0,0,4,31/20.0(30),1,22,60,0,7,-1.4(17),314,79,0,0,844,26.0,8,3,12,3,11.2,0,11.0,16.7,0,937.3(13),4,49161,,,
1996-4,3260B,8.5(01),6,55,1,0,8.7,964.7(08),3,1013.9,954.3,8.0,25.7(14),11.9,0,0,6,27/20.0(01),0,18,65,0,7,2.4(04),286,92,0,0,916,19.4,7,1,11,0,14.6,0,14.4,20.8,0,941.4(01),3,61985,,,
1996-5,3260B,14.6(11),7,58,0,1,9.3,966.2(22),3,1012.9,953.9,10.9,34.2(30),18.1,5,0,5,24/18.3(02),3,19,64,0,11,5.6(13),259,113,0,0,1104,62.6,14,1,11,0,11.3,0,16.9,22.8,0,944.1(06),9,71613,,,
1996-6,3260B,3.1(16),1,39,0,0,12.7,964.9(12),1,1016.0,958.3,16.4,37.6(30),20.0,20,0,16,27/16.7(17),0,13,85,0,2,10.6(04),305,126,0,0,2067,3.3,2,2,11,0,25.6,0,24.1,31.8,0,948.7(20),1,88314,,,
1996-7,3260B,0.0(--),1,36,0,0,12.2,966.5(09),5,1014.2,957.1,18.6,39.1(22),23.6,26,0,19,36/18.1(26),0,11,83,0,0,11.0(08),322,126,0,0,2358,0.0,1,0,14,0,26.9,0,26.2,33.8,0,949.1(01),0,85476,,,
1996-8,3260B,2.8(07),1,42,0,0,11.8,962.1(31),1,1012.8,955.4,17.9,36.6(01),22.4,23,0,16,24/16.4(07),0,14,86,0,1,12.4(31),279,137,0,0,2077,2.8,1,1,12,0,27.6,0,25.0,32.0,0,950.1(13),1,77636,,,
1996-9,3260B,14.3(04),5,59,0,1,8.1,965.7(29),1,1013.6,955.0,13.0,33.3(29),15.6,5,0,9,27/18.9(21),1,16,66,0,9,9.6(13),263,133,0,0,1197,46.2,9,3,10,0,16.7,0,19.4,25.8,0,946.1(20),8,54410,,,
1997-10,3260B,7.6(20),6,61,0,2,7.2,964.3(30),0,1015.6,956.6,11.6,31.0(03),17.1,3,0,7,36/15.0(12),0,18,64,0,9,0.7(30),228,129,0,0,929,15.0,9,1,9,0,16.2,0,17.9,24.1,0,948.2(06),5,41769,20.5,21.0,20.9
1997-11,3260B,24.1(13),12,81,0,6,3.3,962.9(30),3,1012.4,952.0,7.4,20.9(05),12.7,0,1,0,24/28.6(06),4,18,33,1,19,2.2(23),298,109,0,3,307,108.6,20,1,12,0,10.8,0,11.1,14.8,1,920.5(06),12,19808,12.1,12.1,13.1
1997-12,3260B,12.1(04),15,83,0,15,3.2,972.7(24),5,1018.3,956.9,3.9,16.9(17),9.9,0,2,1,27/21.1(22),1,15,34,0,15,-2.8(15),222,92,0,6,260,53.4,15,0,8,6,6.3,1,7.8,11.7,3,936.9(17),11,17802,8.8,8.7,9.5
1997-13,3260B,24.1(13/nov),75,61,1,47,7.6,974.2(28/feb),28,1016.5,957.1,10.3,39.4(02/ago),22.6,68,4,91,24/28.6(06/nov),14,199,60,1,105,-2.8(15/dic),261,115,0,18,12287,459.2,104,26,10,10,1.2,4,16.4,22.4,4,920.5(06/nov),69,613664,,,
1997-1,3260B,18.5(19),14,85,0,15,3.0,969.8(31),2,1017.8,956.2,3.5,16.4(31),7.0,0,0,2,27/17.8(09),4,15,31,0,12,-2.5(07),249,87,0,6,243,92.4,11,0,10,4,1.2,3,7.1,10.7,0,938.6(02),11,18701,,,
1997-2,3260B,2.0(02),3,73,0,7,7.4,974.2(28),1,1029.0,967.6,4.5,22.2(27),9.4,0,1,5,24/18.9(14),0,20,69,0,2,0.1(10),222,95,0,3,529,2.7,2,1,8,0,11.6,0,10.7,16.9,0,960.5(23),1,35948,,,
