fecha,indicativo,p_max,n_cub,hr,n_gra,n_fog,inso,q_max,nw_55,q_mar,q_med,tm_min,ta_max,ts_min,nt_30,nv_0050,n_des,w_racha,np_100,n_nub,p_sol,nw_91,np_001,ta_min,w_rec,e,np_300,nv_1000,evap,p_mes,n_llu,n_tor,w_med,nt_00,ti_max,n_nie,tm_mes,tm_max,nv_0100,q_min,np_010,glo,ts_20,ts_10,ts_50
2015-7,3260B,2.2(31),,26,1,0,12.9,961.7(04),1,1011.9,955.7,22.3,42.8(06),25.4,31,0,,25/16.1(31),0,,88,0,2,18.3(31),252,113,0,0,,3.2,2,1,13,0,33.1,0,30.4,38.5,0,946.6(31),2,89733,,,
2015-8,3260B,3.6(30),,36,1,0,11.4,961.8(09),5,1012.7,955.8,19.5,39.2(06),24.7,26,0,,32/20.3(30),0,,83,0,1,13.0(25),272,125,0,0,2365,3.6,3,3,13,0,25.7,0,27.0,34.4,0,950.4(17),1,76475,,,
2015-9,3260B,14.0(16),,44,0,0,10.0,964.2(19),2,1014.4,956.2,14.5,32.9(02),18.9,11,0,,36/20.8(27),1,,80,0,3,9.5(18),244,112,0,0,1532,15.8,6,2,10,0,21.3,0,21.4,28.2,0,944.8(16),2,59394,,,
2016-10,3260B,16.4(12),,61,,,7.0,970.2(28),0,1015.7,956.7,11.6,31.5(03),15.9,4,,,29/13.1(06),3,,63,0,11,5.4(31),182,121,0,,,54.8,,,8,0,15.4,,18.0,24.3,,942.4(13),9,39581,,,
2016-11,3260B,23.2(25),,73,,,5.7,,4,,,6.0,24.3(02),12.4,0,,,26/17.5(20),4,,57,0,10,0.4(16),203,94,0,,,77.2,,,9,0,7.0,,10.9,15.7,,,8,25541,,,
2016-12,3260B,14.4(14),,,,,,,0,,,3.2,15.6(06),10.7,0,,,25/12.2(15),1,,,0,9,-2.1(31),201,89,0,,,38.0,,,8,6,7.4,,8.0,12.6,,,8,20330,,,
2016-13,3260B,23.6(19/abr),,,,,,,40,,,10.4,41.3(06/sep),25.5,109,,,31/25.6(14/feb),14,,,1,91,-3.0(17/ene),254,102,0,,,395.4,,,12,13,7.0,,16.8,23.0,,,64,629811,,,
2016-1,3260B,11.6(04),,81,,,4.2,974.6(30),5,1022.9,961.6,5.2,20.7(24),12.1,0,,,26/25.0(11),2,,44,0,15,-3.0(17),239,98,0,,,42.6,,,11,2,8.6,,9.4,13.6,,943.1(04),7,21666,,,
2016-2,3260B,4.4(26),,69,,,5.6,975.5(04),11,1020.3,959.1,4.1,18.1(01),13.0,0,,,31/25.6(14),0,,53,1,9,-2.9(17),368,83,0,,,16.4,,,16,3,10.7,,9.2,14.2,,936.5(27),7,30232,,,
2016-3,3260B,17.0(18),,59,,,8.6,967.5(01),6,1016.6,955.9,3.5,25.7(30),9.0,0,,,29/18.1(04),1,,72,0,8,-0.8(12),283,73,0,,,30.2,,,13,2,12.3,,10.2,16.8,,944.9(04),5,53389,,,
2016-4,3260B,23.6(19),,62,,,8.0,965.0(30),3,1013.3,953.5,7.5,24.3(27),12.0,0,,,18/16.9(16),2,,60,0,13,0.8(01),252,97,0,,,83.6,,,12,0,12.0,,13.4,19.2,,940.7(04),10,58134,,,
2016-5,3260B,10.0(09),,55,,,8.4,966.7(01),4,1013.6,954.7,10.5,31.0(21),14.7,3,,,28/21.7(28),1,,58,0,9,3.8(01),246,108,0,,,43.0,,,12,0,15.2,,16.9,23.2,,939.9(08),7,66766,,,
2016-6,3260B,2.0(16),,34,,,13.0,967.9(19),4,1013.5,956.1,16.1,37.2(22),20.6,24,,,26/18.1(14),0,,87,0,1,9.8(01),288,109,0,,,2.0,,,14,0,21.5,,24.2,32.2,,946.1(15),1,87541,,,
2016-7,3260B,0.6(05),,29,,,12.7,963.4(14),3,1013.8,957.2,20.6,41.2(29),25.5,31,,,19/21.1(20),0,,87,0,3,15.1(15),279,121,0,,,1.2,,,12,0,32.6,,28.9,37.0,,952.6(11),0,86865,,,
2016-8,3260B,1.4(09),,32,,,12.4,964.5(07),0,1014.9,958.1,20.3,39.2(02),24.3,31,,,36/13.3(09),0,,90,0,2,15.7(11),293,122,0,,,1.6,,,13,0,31.2,,28.2,35.9,,951.0(18),1,79939,,,
2016-9,3260B,4.8(13),,37,,,10.6,968.0(28),0,1016.7,958.9,16.0,41.3(06),23.0,16,,,21/14.2(13),0,,86,0,1,9.9(15),211,106,0,,,4.8,,,10,0,21.7,,23.8,31.5,,951.0(12),1,59827,,,
2017-10,3260B,18.2(17),,46,,,,969.4(27),0,1020.7,961.7,11.6,33.3(03),18.0,13,,,32/12.2(18),1,,,0,2,6.8(23),173,99,0,,,24.4,,,7,0,15.4,,19.5,27.3,,951.6(18),2,,,,
2017-11,3260B,19.6(04),,58,,,,969.8(26),,1020.9,960.0,4.3,22.6(01),12.8,0,,,,2,,,,5,-0.8(30),,75,0,,,35.0,,,,2,8.6,,11.0,17.6,,946.8(29),2,31240,,,
2017-12,3260B,9.0(11),,73,,,5.8,976.4(21),,1025.6,963.7,1.8,17.2(28),9.0,0,,,,0,,61,,6,-3.6(06),,76,0,,,20.4,,,,14,5.5,,7.1,12.3,,930.9(11),4,24100,,,
2017-13,3260B,23.0(28/ago),,48,,,,976.4(21/dic),,1017.9,958.7,10.4,42.8(13/jul),25.8,124,,,,7,,,,54,-4.5(18/ene),,91,0,,,221.8,,,,36,2.1,,17.4,24.3,,930.9(11/dic),36,,,,
2017-1,3260B,2.8(27),,69,,,6.0,970.1(07),3,1023.4,961.4,0.8,19.2(11),8.2,0,,,04/16.9(19),0,,62,0,3,-4.5(18),206,68,0,,,5.8,,,9,16,2.1,,6.6,12.2,,947.0(27),2,26630,,,
2017-2,3260B,6.8(12),,68,,,5.5,970.9(16),6,1019.6,958.6,4.8,20.9(22),10.8,0,,,31/28.6(05),0,,51,1,10,-0.6(09),315,85,0,,,16.2,,,14,1,8.9,,9.9,15.0,,938.5(13),6,27832,,,
2017-3,3260B,4.6(24),,59,,,8.0,968.2(08),4,1019.3,958.9,5.4,29.0(10),10.5,0,,,26/22.8(03),0,,67,0,9,-0.8(25),272,81,0,,,14.4,,,12,3,8.2,,12.3,19.1,,942.3(03),5,48932,,,
2017-4,3260B,6.0(29),,40,,,10.8,964.8(21),3,1016.8,957.6,8.7,30.0(18),15.1,1,,,26/19.4(30),0,,82,0,5,4.1(04),302,73,0,,,13.2,,,14,0,15.8,,16.3,23.8,,946.7(26),3,70650,,,
2017-5,3260B,7.4(10),,40,,,10.7,967.7(15),1,1013.8,955.7,13.4,35.9(25),19.7,14,,,30/17.5(05),0,,74,0,5,4.1(01),273,100,0,,,14.4,,,13,0,20.2,,21.0,28.6,,940.4(11),4,78285,,,
2017-6,3260B,6.0(02),,31,,,11.9,962.4(23),6,1012.6,955.7,19.4,41.2(17),24.1,24,,,28/18.1(02),0,,79,0,2,10.9(30),287,114,0,,,10.6,,,14,0,24.9,,27.2,34.9,,950.1(28),2,83580,,,
2017-7,3260B,15.6(07),,30,,,13.4,965.2(02),1,1012.6,955.9,19.8,42.8(13),23.5,27,,,16/18.3(06),3,,91,0,3,12.3(01),237,110,0,,,39.6,,,12,0,24.1,,27.8,35.7,,949.4(31),3,87877,,,
2017-8,3260B,23.0(28),,31,,,11.8,964.4(10),0,1013.5,956.7,19.9,41.0(05),25.8,27,,,06/13.3(09),1,,86,0,4,12.9(10),239,111,0,,,27.8,,,11,0,23.4,,27.6,35.2,,951.7(07),3,74764,,,
2017-9,3260B,0.0(--),,34,,,11.0,964.4(28),0,1016.1,958.1,14.9,35.5(06),19.1,18,,,01/13.6(09),0,,88,0,0,8.8(17),205,94,0,,,0.0,,,10,0,24.1,,22.6,30.4,,948.4(09),0,59637,,,
2018-10,3260B,14.6(30),,60,,,7.1,966.2(23),0,1013.8,954.6,10.6,30.6(04),16.7,2,,,29/14.7(14),2,,63,0,16,3.2(29),216,109,0,,,57.4,,,9,0,11.9,,16.5,22.4,,939.4(30),10,37602,,,
2018-11,3260B,13.0(04),,77,,,4.8,965.1(28),2,1015.3,955.0,7.3,20.5(17),11.9,0,,,28/18.6(26),1,,48,0,12,-0.1(29),238,104,0,,,43.2,,,10,1,11.5,,11.7,16.0,,941.3(20),11,23550,,,
2018-12,3260B,3.6(12),,,,,,972.9(22),2,1026.9,965.6,2.3,18.0(05),7.6,0,,,28/17.2(13),0,,,0,5,-2.3(29),143,,0,,,8.2,,,7,6,9.4,,7.8,13.2,,947.6(13),2,,,,
2018-13,3260B,40.4(24/may),,,,,,974.4(28/ene),30,1015.3,956.1,10.1,42.6(03/ago),23.8,101,,,27/26.4(02/mar),17,,,1,102,-4.9(24/feb),244,,1,,,449.4,,,11,23,4.6,,16.2,22.4,,924.0(01/mar),74,,,,
2018-1,3260B,11.6(05),,77,,,5.6,974.4(28),1,1024.0,962.2,2.6,17.3(21),9.7,0,,,33/17.5(26),2,,57,0,8,-1.3(15),213,80,0,,,39.4,,,9,4,4.6,,7.6,12.6,,937.0(06),6,,,,
2018-2,3260B,15.4(27),,63,,,6.5,965.7(15),1,1015.3,953.8,1.1,18.9(26),7.6,0,,,20/17.5(28),3,,60,0,8,-4.9(24),224,63,0,,,47.0,,,10,10,4.6,,6.7,12.4,,930.4(28),7,,,,
2018-3,3260B,18.8(10),,67,,,6.4,965.4(27),12,1008.9,948.5,5.3,21.9(28),9.7,0,,,27/26.4(02),5,,53,1,22,-1.3(22),375,82,0,,,107.0,,,17,2,9.4,,9.8,14.4,,924.0(01),15,44971,,,
2018-4,3260B,13.0(10),,61,,,8.2,964.5(17),6,1012.4,952.8,7.9,29.4(25),14.0,0,,,28/18.1(29),1,,61,0,13,3.9(10),319,96,0,,,47.6,,,14,0,8.4,,13.8,19.6,,934.5(10),12,58022,,,
2018-5,3260B,40.4(24),,51,,,9.8,962.2(13),2,1013.2,954.5,11.3,29.7(24),15.0,0,,,11/16.7(05),2,,68,0,9,4.3(04),246,110,1,,,60.4,,,11,0,17.2,,18.0,24.7,,947.5(24),5,74717,,,
2018-6,3260B,15.8(01),,47,,,10.6,962.6(18),1,1012.8,955.2,15.8,38.9(24),21.8,16,,,16/16.1(02),1,,71,0,6,10.3(07),260,127,0,,,28.8,,,12,0,20.1,,22.7,29.6,,946.1(29),4,76413,,,
2018-7,3260B,0.0(--),,31,,,13.3,961.1(05),1,1012.4,955.6,19.1,37.9(31),22.0,27,,,21/15.8(13),0,,90,0,0,16.0(05),246,113,0,,,0.0,,,13,0,28.4,,26.7,34.3,,951.3(01),0,91243,,,
2018-8,3260B,6.2(16),,31,,,11.9,962.0(11),1,1012.9,956.2,20.2,42.6(03),23.8,31,,,27/16.7(16),0,,87,0,1,16.8(26),232,118,0,,,6.2,,,10,0,32.2,,28.5,36.7,,950.0(08),1,76685,,,
2018-9,3260B,3.4(08),,44,,,10.3,969.2(27),1,1016.2,958.7,17.7,37.6(02),22.1,25,,,36/18.3(14),0,,83,0,2,13.5(30),212,138,0,,,4.2,,,9,0,26.9,,25.1,32.5,,949.6(03),1,59075,,,
2019-10,3260B,11.9(22),,60,,,7.8,964.7(25),2,1016.5,957.3,11.4,32.6(08),18.0,7,,,27/19.2(14),1,,70,0,3,5.3(21),203,118,0,,,16.7,,,9,0,11.3,,17.7,24.0,,944.5(19),2,39887,,,
2019-11,3260B,9.0(17),,71,,,4.5,963.2(01),9,1013.0,952.7,7.2,22.7(01),16.6,0,,,28/19.7(13),0,,45,0,14,0.0(19),352,97,0,,,43.2,,,15,1,9.1,,11.1,14.8,,932.7(22),9,21728,,,
2019-12,3260B,20.4(20),,81,,,3.7,972.0(31),6,1020.2,959.1,5.3,19.1(21),12.6,0,,,28/27.5(21),3,,40,1,10,-1.2(31),268,96,0,,,50.6,,,11,3,8.3,,9.4,13.5,,938.1(20),6,17565,,,
2019-13,3260B,,,,,,,973.4(05/ene),41,,957.1,10.3,41.9(29/jun),25.0,111,,,28/27.5(21/dic),,,,2,,-4.4(07/ene),269,,,,,,,,12,30,6.2,,17.1,23.8,,932.7(22/nov),,648416,,,
2019-1,3260B,4.6(31),,,,,,973.4(05),5,1018.6,960.1,-0.2,19.0(25),9.3,0,,,28/17.8(29),0,,,0,3,-4.4(07),206,,0,,,9.4,,,10,21,6.2,,6.6,13.4,,937.1(31),3,29268,,,
2019-2,3260B,1.2(01),,55,,,9.1,971.3(25),3,1024.8,963.5,2.1,23.7(26),6.7,0,,,29/25.8(01),0,,85,1,1,-2.9(04),233,66,0,,,1.2,,,11,5,10.5,,10.1,18.0,,940.8(02),1,37626,,,
2019-3,3260B,2.8(06),,45,,,10.1,971.5(09),2,1022.1,961.8,5.5,27.4(16),9.6,0,,,28/22.8(06),0,,84,0,2,0.9(14),263,67,0,,,3.2,,,12,0,14.5,,13.0,20.4,,943.9(06),1,58739,,,
2019-4,3260B,16.0(18),,58,,,8.1,966.4(27),6,1012.6,952.9,7.7,28.8(30),11.8,0,,,27/19.2(06),2,,61,0,15,2.6(04),298,89,0,,,47.6,,,14,0,11.1,,13.8,19.8,,938.7(22),9,56581,,,
2019-5,3260B,0.6(08),,37,,,11.7,965.4(12),1,1013.3,955.1,12.1,34.9(15),16.1,9,,,28/18.9(16),0,,81,0,2,6.9(04),301,89,0,,,0.8,,,14,0,20.0,,20.0,27.8,,943.5(16),0,80777,,,
2019-6,3260B,0.0(--),,28,,,12.9,961.4(01),1,1011.8,954.6,16.3,41.9(29),25.0,20,,,27/15.3(04),0,,86,0,0,9.6(12),296,89,0,,,0.0,,,14,0,23.3,,24.3,32.3,,947.7(13),0,88860,,,
2019-7,3260B,6.6(23),,30,,,12.1,960.6(22),2,1010.5,954.0,20.7,41.0(12),24.4,30,,,20/24.7(23),0,,83,0,5,15.6(09),289,119,0,,,9.0,,,13,0,27.4,,28.6,36.5,,949.1(27),2,85138,,,
2019-8,3260B,4.2(26),,33,,,11.7,961.5(22),1,1013.1,956.2,19.7,39.0(17),22.9,29,,,09/16.7(30),0,,85,0,1,15.5(12),261,120,0,,,4.2,,,13,0,27.9,,27.4,35.1,,950.7(06),1,76943,,,
2019-9,3260B,,,,,,,966.7(12),3,,958.2,15.8,36.3(03),20.6,16,,,01/16.1(10),,,,0,,12.3(29),261,,,,,,,,11,0,19.8,,22.8,29.8,,952.5(01),,55304,,,
2020-10,3260B,6.6(21),,58,,,8.4,967.9(29),4,1017.7,958.0,8.8,29.6(09),14.4,0,,,20/28.1(20),0,,75,1,6,2.7(17),253,100,0,,,20.4,,,12,0,15.6,,15.4,21.9,,936.4(02),5,43613,,,
2020-11,3260B,6.8(27),,82,,,4.3,971.9(19),2,1021.4,960.8,7.4,23.1(01),13.5,0,,,12/20.3(06),0,,43,0,13,0.4(23),181,117,0,,,29.6,,,8,0,11.1,,12.1,16.9,,945.8(28),9,21361,,,
2020-12,3260B,13.2(07),,79,,,4.8,969.4(21),7,1017.1,955.9,4.1,17.5(01),13.1,0,,,25/20.0(07),1,,51,0,12,-3.2(26),281,89,0,,,35.4,,,12,6,8.9,,8.1,12.2,,936.0(04),8,20275,,,
2020-13,3260B,16.6(14/abr),,59,,,8.2,973.7(04/ene),38,1017.2,957.9,10.7,42.5(27/jul),24.3,98,,,20/28.1(20/oct),7,,65,2,95,-3.2(12/ene),248,107,0,,,307.4,,,12,17,7.3,,17.0,23.2,,936.0(04/dic),61,596117,,,
2020-1,3260B,10.0(18),,79,,,4.7,973.7(04),4,1026.5,964.5,2.7,17.5(16),10.6,0,,,07/17.5(19),1,,49,0,8,-3.2(12),191,82,0,,,29.0,,,8,11,7.3,,7.6,12.4,,954.1(21),6,20936,,,
2020-2,3260B,0.8(08),,75,,,6.3,973.5(23),1,1026.5,965.4,4.6,22.8(22),11.0,0,,,26/17.2(29),0,,58,0,2,0.6(22),169,97,0,,,1.0,,,8,0,11.8,,10.8,17.0,,953.2(29),0,30805,,,
2020-3,3260B,11.6(15),,65,,,7.0,967.1(10),5,1016.6,956.4,6.2,27.3(12),11.4,0,,,26/26.7(02),1,,58,1,11,0.7(28),319,92,0,,,47.8,,,15,0,10.5,,12.0,17.8,,943.4(02),9,40374,,,
2020-4,3260B,16.6(14),,70,,,6.7,963.5(07),0,1014.0,954.5,9.6,23.7(24),13.0,0,,,27/15.0(30),2,,51,0,20,4.2(02),251,119,0,,,65.8,,,11,0,15.1,,14.7,19.8,,947.1(21),10,50723,,,
2020-5,3260B,12.8(12),,51,,,9.8,966.1(26),2,1014.5,956.3,13.5,34.9(23),18.3,14,,,27/16.7(10),1,,68,0,8,9.6(13),254,122,0,,,30.0,,,12,0,17.0,,20.6,27.7,,944.1(13),5,71968,,,
2020-6,3260B,3.8(24),,36,,,12.2,963.3(21),5,1012.1,954.7,16.2,40.0(30),21.3,14,,,24/17.5(11),0,,81,0,4,9.7(13),310,109,0,,,7.4,,,15,0,21.9,,23.6,31.0,,945.1(11),2,81460,,,
2020-7,3260B,4.8(21),,29,,,12.7,962.3(04),5,1011.8,955.5,21.1,42.5(27),24.2,31,,,21/20.8(30),0,,86,0,3,17.6(03),275,122,0,,,6.0,,,13,0,33.6,,29.6,38.0,,950.7(08),2,83231,,,
2020-8,3260B,15.8(11),,34,,,11.7,962.2(22),0,1011.9,955.0,19.2,41.4(07),24.3,25,,,30/14.7(01),1,,86,0,2,11.2(31),248,118,0,,,16.0,,,13,0,25.6,,26.9,34.7,,946.3(28),1,74711,,,
2020-9,3260B,7.2(18),,45,,,9.8,964.2(04),3,1015.8,957.7,15.0,35.6(06),19.9,14,,,19/18.3(17),0,,78,0,6,7.3(28),245,117,0,,,19.0,,,11,0,22.0,,22.2,29.3,,951.6(18),4,56660,,,
2021-10,3260B,30.2(29),6,57,0,0,8.0,965.8(19),1,1018.3,959.0,10.6,27.7(08),14.8,0,0,11,99/16.1(31),2,14,72,0,6,4.9(24),186,113,1,0,,64.4,6,0,8,0,17.0,0,17.4,24.2,0,950.5(03),4,,,,
2021-11,3260B,6.2(22),5,69,0,0,6.9,967.0(30),1,1017.9,956.9,3.9,20.2(08),10.3,0,0,14,01/20.8(27),0,11,69,0,5,0.5(28),208,81,0,0,,9.8,5,0,9,0,6.8,0,9.4,14.9,0,946.3(22),3,,,,
2021-12,3260B,,8,,,,,,,,,,,,,3,5,,,17,,,,,,93,,0,,,,,11,,,,,,0,,,,,,
2021-13,3260B,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,,,12,,,,,,,,,,,,
2021-1,3260B,36.6(08),,83,,,5.8,970.2(13),4,1020.2,958.0,-0.4,18.8(27),11.8,0,,,28/18.6(24),1,,60,0,13,-13.4(12),251,75,1,,,69.2,,,10,19,0.9,,4.3,8.9,,942.0(08),8,,,,
2021-2,3260B,12.8(07),,73,,,6.5,972.3(23),,1017.9,957.3,6.1,21.1(19),10.2,0,,,,2,,61,,6,1.4(23),,97,0,,,36.0,,,12,0,11.8,,11.2,16.2,,940.6(05),6,,,,
2021-3,3260B,2.6(08),,56,,,8.7,968.4(03),4,1021.3,960.8,5.6,25.2(31),11.0,0,,,14/16.9(31),0,,73,0,2,-0.5(21),299,79,0,,,2.8,,,12,1,12.7,,12.0,18.3,,950.7(19),1,,,,
2021-4,3260B,24.0(27),,62,,,7.5,964.4(12),0,1013.6,954.0,8.9,25.3(06),11.9,0,,,10/14.2(01),2,,57,0,15,2.5(17),268,103,0,,,79.4,,,12,0,13.1,,14.6,20.3,,944.3(27),11,54433,,,
2021-5,3260B,3.2(03),,46,,,11.0,963.5(25),5,1014.7,956.2,12.1,34.0(30),18.4,7,,,25/18.1(31),0,,76,0,4,6.6(11),284,104,0,,,6.8,,,14,0,18.3,,19.2,26.2,,946.1(09),3,80504,,,
2021-6,3260B,2.0(17),,40,,,10.7,962.7(05),3,1013.4,955.9,16.1,37.1(10),22.0,20,,,13/18.6(13),0,,71,0,8,10.9(23),271,115,0,,,7.0,,,13,0,20.2,,23.7,31.1,,948.2(16),3,79309,,,
2021-7,3260B,5.0(25),,29,,,12.6,962.9(08),2,1012.2,955.4,19.0,42.3(11),23.1,26,,,25/17.2(11),0,,86,0,2,12.2(07),289,106,0,,,5.2,,,15,0,25.8,,27.1,35.1,,950.7(19),1,,,,
2021-8,3260B,56.6(31),,30,,,12.1,961.6(13),3,1011.8,955.2,20.1,44.2(13),25.5,30,,,20/17.8(11),1,,88,0,3,14.1(01),253,115,1,,,59.2,,,12,0,29.6,,28.3,36.4,,948.2(06),2,76582,,,
2021-9,3260B,27.4(01),,55,,,8.7,965.9(30),1,1015.9,957.7,15.9,34.9(07),22.3,6,,,16/20.3(22),3,,70,0,6,10.9(21),222,143,0,,,73.8,,,10,0,21.6,,22.0,28.1,,952.4(12),6,,,,
2022-10,3260B,5.4(11),9,52,0,0,7.1,966.9(02),3,1017.9,959.2,13.8,33.1(04),20.0,8,0,10,21/21.7(19),0,12,63,0,7,7.2(01),203,118,0,0,,16.8,7,2,9,0,18.8,0,20.5,27.2,0,951.9(22),4,39309,,,
2022-11,3260B,7.8(18),11,71,0,1,5.4,970.1(26),3,1019.6,959.3,7.6,24.3(02),13.3,0,1,7,26/19.4(17),0,12,53,0,13,0.9(30),248,107,0,0,,29.2,13,1,12,0,12.8,0,12.9,18.1,0,949.4(17),8,25934,,,
2022-12,3260B,37.6(13),14,84,,,3.1,971.5(27),1,1016.3,955.7,6.6,19.6(25),13.5,0,6,3,24/17.5(12),2,14,33,0,16,-0.2(03),182,108,1,0,,105.6,,,8,1,10.0,,10.6,14.6,0,938.6(09),12,16886,,,
2022-13,3260B,37.6(13/dic),89,,,,8.5,,,,,,,,,18,129,,8,144,68,,80,,,101,1,0,,351.7,,,11,,,,,,0,,55,,,,
2022-1,3260B,6.3(05),2,,0,3,7.7,,,,,,,,,0,19,,0,10,79,,3,,,67,0,0,,9.5,2,0,8,,,0,,,0,,2,,,,
2022-2,3260B,2.4(25),6,59,,,7.6,970.4(09),0,1025.2,964.0,3.1,21.4(22),8.0,0,0,10,30/14.2(14),0,12,72,0,5,-0.7(07),169,73,0,0,,5.6,,,8,2,12.1,,10.2,17.4,0,955.4(18),2,,,,
2022-3,3260B,21.8(03),21,72,,,3.8,966.0(01),5,1016.5,956.2,7.0,19.9(01),12.2,0,0,0,25/16.7(13),2,10,32,0,16,0.9(06),293,94,0,0,,77.0,,,12,0,10.6,,11.0,14.9,0,942.9(30),13,,,,
2022-4,3260B,29.6(19),9,60,,,8.8,965.6(29),3,1013.8,954.0,6.9,27.4(16),11.2,0,1,8,26/18.9(23),3,10,66,0,12,-0.6(03),260,94,0,0,,79.2,,,12,2,7.4,,13.1,19.3,0,937.6(22),8,,,,
2022-5,3260B,9.2(03),6,42,0,0,11.5,964.4(26),1,1014.6,956.6,13.5,36.5(19),19.4,12,0,12,16/22.8(21),0,13,80,0,1,7.7(25),250,108,0,0,,9.2,1,1,12,0,18.8,0,21.2,28.9,0,945.5(29),1,,,,
2022-6,3260B,3.0(22),3,31,0,0,11.9,961.5(05),2,1012.4,955.3,17.9,41.8(17),24.8,20,0,10,18/22.8(17),0,17,79,0,1,12.9(24),288,105,0,0,,3.0,1,2,14,0,24.5,0,25.6,33.3,0,948.0(21),1,,,,
2022-7,3260B,0.0(--),0,24,0,0,13.0,964.7(07),1,1013.1,956.9,22.0,42.5(13),25.1,31,0,25,19/22.8(30),0,6,88,0,0,15.1(01),261,104,0,0,,0.0,0,0,12,0,34.5,0,30.6,39.1,0,950.6(27),0,,,,
2022-8,3260B,0.2(26),2,29,0,0,11.7,961.5(19),2,1010.8,954.4,21.2,40.6(04),25.0,31,0,17,19/20.6(13),0,12,86,0,1,15.0(18),242,117,0,0,,0.2,1,5,11,0,30.3,0,29.0,36.8,0,948.4(15),0,78535,,,
2022-9,3260B,10.0(12),6,43,0,0,10.1,961.6(30),2,1012.9,955.0,16.2,38.1(11),23.8,16,10,8,20/23.9(13),1,16,81,0,5,8.4(30),244,120,0,0,,16.4,5,2,11,0,17.3,0,22.8,29.4,0,947.7(29),4,61192,,,
